n,title,is_pr,state,created,closed,author,comments,labels
1,AUR package isn't working,False,CLOSED,2020-12-05,2020-12-05,ca5ua1,2,
2,AUR still broken,False,CLOSED,2020-12-05,2020-12-05,ca5ua1,4,
3,Windows release?,False,CLOSED,2020-12-16,2020-12-16,rayman3003,4,
4,add support for non-GUI,False,CLOSED,2020-12-17,2020-12-17,OrionRandD,9,
5,Can't install on pop!_os 20.10,False,CLOSED,2020-12-23,2020-12-23,therealrobster,2,
6,deb file install / Steam controller issue,False,CLOSED,2020-12-25,2020-12-27,danrobi11,18,
7,Not running when starting via GUI ,False,CLOSED,2020-12-26,2020-12-29,claxonberlin,19,
8,Mappings not autoloaded,False,CLOSED,2020-12-27,2021-01-04,amadeusp,20,
9,Dark theme no longer loading,False,CLOSED,2020-12-27,2020-12-27,amadeusp,9,
10,GUI unresponsive,False,CLOSED,2020-12-28,2021-01-03,mike-lloyd03,5,
11,how to remove,False,CLOSED,2020-12-30,2020-12-30,systmrrr,1,
12,Logitech mouse buttons 6 and 7,False,CLOSED,2020-12-31,2021-01-05,jim8989,28,
13,Can't remap/detect side wheel buttons,False,CLOSED,2021-01-02,2021-01-05,rimko,7,
14,possible fix for #8,True,CLOSED,2021-01-03,2021-01-04,hixan,3,
15,OpenRC init script needed,False,CLOSED,2021-01-07,2021-01-07,proton252,4,
16,3 parameter macro ,False,CLOSED,2021-01-08,2021-01-08,jim8989,4,
17,Wrong user in systemd daemon,False,CLOSED,2021-01-09,2021-01-09,reyder,1,
18,Only works after first unlock,False,CLOSED,2021-01-09,2021-01-09,RisingOrange,3,
19,App doesn't open on ZOrin OS,False,CLOSED,2021-01-09,2021-01-18,Pretuer,2,
21,Installing as Flatpak from Flathub,False,CLOSED,2021-01-10,2021-08-30,sojusnik,17,packaging
22,When to update the software release,False,CLOSED,2021-01-10,2021-01-10,jim8989,1,
23,key-mapper.service fails,False,CLOSED,2021-01-10,2021-01-11,Pete-Smith,11,
24,Mouse compatibility,False,CLOSED,2021-01-12,2021-01-17,jim8989,23,
25,Automatically loading for bluetooth devices,False,CLOSED,2021-01-17,2021-02-12,sojusnik,34,
27,Key Mapper can't map brightness keys,False,CLOSED,2021-01-27,2021-02-06,Arrowpuppet,6,
28,_gtk_style_provider_private_get_settings assertion failed,False,CLOSED,2021-01-30,2021-02-03,ghost,19,
29,could not open uinput device in write mode,False,CLOSED,2021-01-31,2021-03-03,hannahswain,13,
30,Caps Lock as Escape and Control,False,CLOSED,2021-02-02,2021-02-02,likern,13,
31,draft: try to package as Flatpak,True,CLOSED,2021-02-02,2021-08-30,likern,4,
32,[Feature Request]: presets assigned to programs,False,CLOSED,2021-02-03,2021-02-03,mauritzn,6,
33,key_f13 -> key_f24 seem to be incorrect,False,CLOSED,2021-02-03,2021-04-08,mauritzn,31,
35,0.6.1 freezes the pointer when applying a profile,False,CLOSED,2021-02-07,2021-02-07,CarlosEkisde,7,
36,Drawing tablet cursor not moving if stylus button mapped,False,CLOSED,2021-02-10,2022-11-08,CarlosEkisde,56,"environment incompatibility,help wanted"
37,[Feature Request] Add support for left key remapping,False,CLOSED,2021-02-11,2021-04-02,CarlosEkisde,6,
40,Packing via debian/rules,False,CLOSED,2021-02-13,2021-08-17,sezanzeb,15,"help wanted,packaging"
41,"Fail to start, installed from AUR",False,CLOSED,2021-02-14,2021-02-15,ghost,3,
42,Generating xkb configs,False,CLOSED,2021-02-18,2021-02-18,sezanzeb,1,
43,Authentication method doens't work on main.,False,CLOSED,2021-02-19,2021-02-19,CarlosEkisde,2,
44,Can't create another remapping without saving and change profile first on main.,False,CLOSED,2021-02-19,2021-02-20,CarlosEkisde,6,
45,Add systemctl enable for PIP install,True,MERGED,2021-02-19,2021-02-20,pbaumard,1,
46,"Tartarus v2 key button stuck/repeats (Manjaro, OpenRazer)",False,CLOSED,2021-02-20,2021-02-22,ArnoldDeRuiter,4,
47,v0.7.0 using Key + Key vs macros,False,CLOSED,2021-02-23,2021-03-01,jim8989,9,
48,Systemd service fails on install,False,CLOSED,2021-02-25,2021-03-01,BachoSeven,1,
49,space on release if not part of combination + input lags,False,CLOSED,2021-02-27,2022-04-21,LexRiver,30,"environment incompatibility,feature request"
50,Suggestion: Any plans on adding focus dependant configurations ? ,False,CLOSED,2021-02-28,2021-03-01,Werner1201,1,
53,20.04 internal error,False,CLOSED,2021-03-06,2021-03-07,jim8989,7,
56,"Is there any way to quickly switch between mappings (via cli, etc) or to have conditional mapping applied? ",False,CLOSED,2021-03-11,2021-03-11,MostHated,1,
57,Automatic reapplying mappings on device reconnect,False,CLOSED,2021-03-12,2021-03-12,wodzborsuk,3,
58,Super Key,False,CLOSED,2021-03-13,2021-03-13,swt83,3,
59,Key won't release,False,CLOSED,2021-03-15,2021-03-16,sezanzeb,9,
60,"Razer basilisk V2 key not recognized ""Razer Hypershift""",False,CLOSED,2021-03-15,2021-03-18,Amdarin,11,
61,Feature: Duplicate Preset,False,CLOSED,2021-03-16,2021-03-18,JonasLoos,4,
64,Hypershift button for mouse Razer Basilisk V2,False,CLOSED,2021-03-18,2021-03-18,Amdarin,2,
65,Some UI suggestions,False,CLOSED,2021-03-18,2021-03-27,JonasLoos,17,feature request
66,UInputError: uinput device name must not be longer than 80 characters,False,CLOSED,2021-03-20,2021-03-21,mmazur,2,
67,[Request] Version Command line Argument,False,CLOSED,2021-03-21,2021-03-21,zero77,2,
68,Add ability to reserve key as modifier/disable it completely,False,CLOSED,2021-03-21,2021-03-21,mmazur,3,
69,"Keys no longer detected in UI after first ""apply""",False,CLOSED,2021-03-21,2021-03-21,mmazur,2,
70,"Hi, I did some work on another project you might find helpful",False,CLOSED,2021-03-22,2021-03-25,DanielJoyce,1,
71,i18n support missing,False,CLOSED,2021-03-23,2021-08-31,jose1711,7,feature request
72,Mapping preset change,False,CLOSED,2021-03-25,2021-04-26,Kierek,8,feature request
73,Key detection almost unusable with bluetooth VR controller,False,CLOSED,2021-03-25,2021-03-28,jose1711,28,
74,Making mouse emulation work with SN30 Pro+,False,CLOSED,2021-03-29,2021-03-29,jose1711,12,
75,Feature request: refresh list of devices,False,CLOSED,2021-03-29,2021-04-02,jose1711,1,feature request
76,DataFrog controller - DPAD keys not detected,False,CLOSED,2021-03-30,2021-04-01,jose1711,6,
77,"python dependencies not found via .deb, Intuos touch buttons",False,CLOSED,2021-04-01,2021-04-10,paranoidfactoid,7,
78,Ignore (filter out) YubiKey and similar devices,False,CLOSED,2021-04-06,2021-04-09,jose1711,4,
79,Mapping mouse movements,False,CLOSED,2021-04-08,2022-11-12,aonphleacs,8,feature request
80,Plugin support,False,OPEN,2021-04-08,,sezanzeb,3,"feature request,help wanted"
81,Uninstalling when setup.py was used?,False,CLOSED,2021-04-08,2021-04-08,mauritzn,2,
82,Draft: first try to debianize,True,CLOSED,2021-04-09,2021-04-29,Blaimi,14,
83,rpm-package,False,CLOSED,2021-04-09,2023-03-28,Blaimi,28,packaging
84,Help with mapping the keys for a game (autorepeat stops),False,CLOSED,2021-04-09,2021-04-11,jose1711,9,
85,ModuleNotFoundError after pip installation in Fedora,False,CLOSED,2021-04-11,2021-07-12,byron-hawkins,7,
88,Pretty printed evdev event output via the GUI,False,OPEN,2021-04-11,,sezanzeb,0,feature request
89,Framedrops when binding regular keys to LeftCtrl/CapsLock etc.,False,CLOSED,2021-04-11,2021-04-22,ArnoldDeRuiter,3,environment incompatibility
90,Helper to find symbol names and combinations,False,OPEN,2021-04-12,,sezanzeb,0,feature request
91,Support for keyboard layers,False,OPEN,2021-04-12,,matt-vdv,6,feature request
92,"Filter Eee hotkeys (wifi controls, backlight, leds..)",True,MERGED,2021-04-13,2021-04-13,jose1711,3,
93,Unable to configure devices with the same name independently,False,CLOSED,2021-04-13,2021-04-23,jose1711,16,
94,Key-Mapper Settings Not Persistent,False,CLOSED,2021-04-13,2021-04-13,reidellawfirm,3,
95,Mapping templates,False,OPEN,2021-04-13,,jose1711,1,feature request
98,key-mapper-git: /lib è già presente nel filesystem (appartiene a filesystem),False,CLOSED,2021-04-16,2021-04-16,simona70,2,
99,Feature Request: mouse speed adjustment,False,CLOSED,2021-04-16,2022-11-12,danrobi11,6,feature request
100,Feature Request: Distinction between mouse press and mouse release.,False,CLOSED,2021-04-19,2021-04-20,vercingetorx,7,
101,unicode macro,False,CLOSED,2021-04-22,2021-04-25,sezanzeb,1,feature request
102,Joystick emulating mouse is not detected,False,CLOSED,2021-04-22,2021-04-22,jose1711,3,
103,Mouse button mapping issues,False,CLOSED,2021-04-24,2021-04-24,limrick,1,
104,Toggle on/off script needed,False,CLOSED,2021-04-24,2021-04-25,pascualpobil,6,
106,Add GObject dependencies to setup.py,True,MERGED,2021-04-27,2021-04-29,skitt,3,
107,Autoload function not working,False,CLOSED,2021-04-27,2021-04-30,matteoscrugli,17,
109,Macro editor,False,CLOSED,2021-04-29,2022-01-10,sezanzeb,32,feature request
110,Xinput plugin,False,CLOSED,2021-05-01,2021-05-02,gasdia73,3,
112,Cannot generate Mouse Button Events,False,CLOSED,2021-05-22,2021-05-29,igor-stoppa,2,
114,xmodmap on wayland,False,OPEN,2021-05-26,,hsantanna,7,"environment incompatibility,help wanted"
115,Improve README - add note regarding policykit,False,CLOSED,2021-05-26,2021-09-03,jose1711,3,
116,Notification for device being added/removed/mapped,False,OPEN,2021-05-26,,jose1711,1,feature request
117,Fails to run without policykit?,False,CLOSED,2021-05-27,2021-05-28,reidevries,5,
118,How to edit pressed key without injecting,False,CLOSED,2021-06-04,2021-06-05,anonimo82,9,
120,Tap and Hold binding for same button?,False,CLOSED,2021-06-06,2021-09-29,TRPB,4,
121,Halt waits in h() when key is released - enables different actions depending on key press length,True,CLOSED,2021-06-07,2021-09-29,TRPB,5,
122,rc-service key-mapper start - rc-service: service `key-mapper' does not exist,False,CLOSED,2021-06-07,2021-06-07,anonimo82,17,
123,Multiple devices with same name share the same macros,False,CLOSED,2021-06-07,2021-06-07,TRPB,9,
124,Feature request: trackball scroll wheel emulation,False,CLOSED,2021-06-08,2021-06-15,pranamd1,8,
125,Cursor not moving in postmarketos,False,CLOSED,2021-06-09,2021-06-09,anonimo82,14,
126,How to map ctrl hjkl as arrow keys,False,CLOSED,2021-06-12,2021-07-01,fecet,5,
127,Extended docs by foot pedals and keyboard scroll,True,MERGED,2021-06-15,2021-10-02,sarimak,10,
128,Framedrops in games for couple of seconds during injection,False,OPEN,2021-06-22,,saikat0511,7,"environment incompatibility,help wanted"
129,Add initial i18n support,True,MERGED,2021-06-28,2021-07-03,jose1711,0,
130,Add Slovak translation,True,MERGED,2021-06-28,2021-07-03,jose1711,0,
131,"Only keys that are assigned a mapping work as intended after injection, others are unresponsive",False,OPEN,2021-06-29,,WilliamHe23,8,"environment incompatibility,help wanted"
132,"Debug argument help can now be translated, add .pot template",True,MERGED,2021-07-03,2021-07-04,jose1711,0,
135,Document mapping field,False,CLOSED,2021-07-09,2021-07-09,slhck,7,
136,Adding mappings by hitting the output key/combination on any device,False,OPEN,2021-07-09,,sezanzeb,0,feature request
137,"Improve documentation mapping, fixes #135",True,MERGED,2021-07-09,2021-07-09,slhck,0,
140,key-mapper freezes external usb mouse and keyboard,False,OPEN,2021-07-12,,spi43984,26,"environment incompatibility,help wanted"
141,Create it_IT.po,True,MERGED,2021-07-12,2021-07-12,albanobattistella,1,
142,Won't Install,False,CLOSED,2021-07-13,2021-07-13,mtwb47,2,
143,fix typo in it_IT.po,True,MERGED,2021-07-13,2021-07-13,nlepage,1,
144,Cursor focus not detected with key-mapper,False,OPEN,2021-07-14,,robkam,17,"environment incompatibility,help wanted"
145,XCompose being ignored,False,CLOSED,2021-07-15,2021-07-22,jbsilva,1,
146,Restrict mappings to specific applications,False,CLOSED,2021-07-15,2021-07-15,vanillajonathan,1,
147,Help wanted from people who know X/Gnome/Wayland/KDE internals,False,OPEN,2021-07-17,,sezanzeb,2,help wanted
148,Razer DeathAdder Elite Mapping Issues,False,CLOSED,2021-07-18,2021-07-25,purpleshadows,3,
149,Update it_IT.po,True,MERGED,2021-07-18,2021-07-19,albanobattistella,0,
150,gettext dependency missing for the ubuntu/debian build,False,CLOSED,2021-07-21,2021-07-21,BitGrub,1,
151,missing macro info ? coming back from #104,False,CLOSED,2021-07-23,2021-07-25,pascualpobil,11,
152,Layout is changed on Apply,False,CLOSED,2021-07-24,2021-07-25,SebiTimeWaster,2,
153,How to macro an autofire,False,CLOSED,2021-07-25,2021-07-25,KayTaneJupiter,1,
154,"Autoload doesn't seem to work, but apply works fine",False,CLOSED,2021-07-27,2021-08-15,letterlock,7,
155,"Key mapping not working, nothing happens",False,CLOSED,2021-07-28,2021-07-31,kllmanu,3,
159,[Req] Priority setting / Ordering precedence of mappings,False,CLOSED,2021-08-03,2021-08-15,Gotolei,2,
160,Request: LED control,False,OPEN,2021-08-06,,cybermaus,11,feature request
161,key-mapper-control doesn't load presets,False,CLOSED,2021-08-09,2021-08-09,NoXPhasma,3,
162,Hold-keystroke doesn't work with mouse click,False,CLOSED,2021-08-13,2021-08-31,tukkek,3,
167,Use $HOME environment variable to find user's home.,True,CLOSED,2021-08-17,2021-08-31,pjamargh,7,
168,Led test,True,CLOSED,2021-08-19,2022-10-23,cybermaus,22,
170,Can't launch: Namespace Gtk not available (needed to install libgtk-3-dev),False,CLOSED,2021-08-19,2021-10-02,camsaul,2,
171,Fedora installation not working.,False,CLOSED,2021-08-21,2021-10-01,reesericci,6,
172,Final Step fails on Install (enabling service error) ,False,CLOSED,2021-08-24,2021-09-03,LaurentOngaro,11,
173,Add more user-friendly syntax for generating a series of keystrokes,False,OPEN,2021-08-25,,jose1711,4,"feature request,good first issue"
174,Update README.md,True,MERGED,2021-08-25,2021-08-26,rokkoyama,2,
175,Can't map wheel click on Razer DeathAdder Chroma,False,CLOSED,2021-08-29,2021-10-01,joebonneau,8,
176,Improve combinations involving modifiers,False,CLOSED,2021-08-31,2021-10-21,sezanzeb,2,feature request
177,Ways to help,False,OPEN,2021-08-31,,sezanzeb,0,help wanted
178,Use the appropriate user home directory.,True,MERGED,2021-08-31,2021-09-01,pjamargh,6,
180,Can't map broken keys,False,CLOSED,2021-09-03,2021-10-01,Mitchell128134,10,
181,Error trying to install on Fedora 34,False,CLOSED,2021-09-03,2021-09-23,ghost,20,
182,minor: fix grammar with logging error,True,MERGED,2021-09-06,2021-09-06,blueyed,1,
183,Space Cadet Shift,False,CLOSED,2021-09-17,2021-10-12,nan0tube,28,feature request
184,polkit-agent-helper-1: pam_authenticate failed: Permission denied,False,CLOSED,2021-09-18,2021-10-01,1m-N00b,2,
185,Copy input_id properties to forwarded,False,CLOSED,2021-09-18,2022-02-27,LPFchan,19,environment incompatibility
186,quotes or star/dollar,False,CLOSED,2021-09-27,2021-10-01,sezanzeb,2,
187,Logitech G-Keys showing as F-Keys (Logitech G910),False,CLOSED,2021-10-04,2021-10-12,Friday13th87,9,
191,Translations for offline docs,False,CLOSED,2021-10-12,2021-10-12,sezanzeb,4,
192,using ID_INPUT_* attributes of devices,False,OPEN,2021-10-12,,sezanzeb,2,
195,some mappings not available,False,CLOSED,2021-10-21,2021-10-21,figadore,5,
196,Automatically switching layouts ,False,CLOSED,2021-10-21,2021-10-21,WolfDeity,1,
197,Keyboard/mouse not working after reboot on arch based distros,False,CLOSED,2021-10-22,2021-11-22,saikat0511,33,
198,Give support to button holding lock,False,OPEN,2021-10-26,,CarlosEkisde,4,"feature request,good first issue"
199,Buttons suddenly unrecognized,False,CLOSED,2021-10-30,2021-10-31,laserburn,4,
200,"Wheel mapping stopped working, propagates only once",False,CLOSED,2021-11-04,2021-11-09,daitj,4,
201,Holding modifier stops modifying after combination macro,False,CLOSED,2021-11-04,2021-11-09,figadore,8,
202,macropad (duckyPad) shown as mouse device,False,CLOSED,2021-11-05,2021-11-09,jose1711,2,
203,Auto Profile option,False,CLOSED,2021-11-07,2021-11-07,mobedoor,4,
204,Python Install: No Module evdev,False,CLOSED,2021-11-08,2021-11-12,och4,4,
205,"""key-mapper keyboard"", ""key-mapper mouse"", etc. devices instead of ""mapped"" and ""forwarded""",False,CLOSED,2021-11-09,2022-01-14,sezanzeb,6,
206,Logitech MX master 2S - Secound scroll wheel is not showing up independent,False,CLOSED,2021-11-10,2021-11-12,Darudas,4,
207,Filtering/searching the mapping table,False,OPEN,2021-11-13,,guy-who-googles,4,feature request
208,key-mapper.service start operation timed out. Terminating.,False,CLOSED,2021-11-19,2021-11-26,actdiux,1,
209,Can we map a key to arbitrary unicode char?,False,CLOSED,2021-11-21,2021-11-21,academay,2,
210,Cyrillic symbols not getting injected,False,CLOSED,2021-11-21,2021-11-22,Fifis,10,
211,key mapper not start,False,CLOSED,2021-11-24,2021-11-24,vadim212112,1,
212,Autoloading not working on sway,False,CLOSED,2021-11-25,2021-11-26,chorriwuarri,26,
213,"Installing from release tarball with setup.py fails - ""not a git repository""",False,CLOSED,2021-11-26,2021-11-26,adeadman,7,
216,loading configuration failed,False,CLOSED,2021-11-27,2021-11-28,pablokal,9,
217,"Can't open the GUI if user is not part of the ""input"" group",False,CLOSED,2021-11-28,2021-11-28,lululock71,7,
218,"Rename to ""keycode-mapper""?",False,CLOSED,2021-11-28,2022-01-01,sezanzeb,21,opinion wanted
219,allow autoload command to execute if `config_dir` is provided,True,CLOSED,2021-11-30,2022-10-23,tmclane,4,
220,xmodmap should be a recommended dependency,False,OPEN,2021-11-30,,FrauH0lle,6,
221,Using Control_L + Alt_L as modifiers requires a waiting time for key to be inserted on Wayland,False,CLOSED,2021-11-30,2022-11-12,FrauH0lle,15,
222,"Detected name showing up as ""unknown"" in GUI",False,CLOSED,2021-12-02,2021-12-02,jose1711,5,
223,Keys on Jabra headphones not detected,False,OPEN,2021-12-02,,jose1711,7,bug
224,Getting the currently injected profile via key-mapper-control,False,OPEN,2021-12-03,,sezanzeb,0,"feature request,good first issue"
225,Python sources for key-mapper deleted during Fedora upgrade 34 -> 35,False,CLOSED,2021-12-05,2022-03-25,byron-hawkins,4,
226,Getting Confusing Feedback,False,OPEN,2021-12-06,,x4dr,0,
228,Independent uinput,True,MERGED,2021-12-08,2022-01-14,jonasBoss,24,
229,Combinations involving Modifiers on Wayland. Modifier key not released.,False,CLOSED,2021-12-10,2022-11-12,petrstepanov,7,
230,Independent uinput proposals,True,CLOSED,2021-12-10,2021-12-29,sezanzeb,1,
231,After upgrading python to 3.10 Key-Mapper is not working anymore,False,CLOSED,2021-12-12,2021-12-13,TheTRCG,28,
232,Refactored Migrations,True,MERGED,2021-12-13,2021-12-15,jonasBoss,5,
234,Running applications,False,OPEN,2021-12-14,,sezanzeb,4,feature request
238,"key-mapper does not work in all software, but why?",False,CLOSED,2021-12-22,2021-12-22,daniel88kary,2,
239,Renamed to Input Remapper,True,MERGED,2021-12-23,2022-01-01,sezanzeb,0,
240,Feature question/request: Different actions on press and release of a button,False,CLOSED,2021-12-28,2021-12-28,PixelSam123,3,
241,Alt + left shortcut,False,CLOSED,2021-12-28,2022-02-08,payne989,6,
242,F11 + shift_L or F11 + shift_R,False,CLOSED,2021-12-28,2021-12-29,sonwh98,4,
243,Home row mods fine tune,False,OPEN,2021-12-29,,br-lemes,6,
246,Improve tests,False,CLOSED,2021-12-29,2026-09-12,sezanzeb,10,
247,Renaming the preset in the gui does not update the preset in the autoload section in config.json,False,CLOSED,2021-12-31,2021-12-31,michael-oti,2,
248,Key Mapper was renamed to Input Remapper,False,CLOSED,2022-01-01,2022-06-09,sezanzeb,4,announcement
252,Global profiles + Quick Switching profiles,False,OPEN,2022-01-10,,kawazoe,3,feature request
253,failing tests in main branche,False,CLOSED,2022-01-11,2022-01-11,jonasBoss,4,
256,could not open uinput device in write mode,False,CLOSED,2022-01-14,2022-02-03,xyamazing69,2,
257,the ui no longer records keycodes if the preset is active,True,MERGED,2022-01-14,2022-01-16,jonasBoss,7,
258,Alphanumeric events not working without prefixing KEY_,False,OPEN,2022-01-15,,saikat0511,15,
261,Ship keycode-symbol mapping files for various locales for systems without xmodmap,False,OPEN,2022-01-16,,sezanzeb,2,feature request
262,"reuse existing forwarded uinput, don't regrab",False,OPEN,2022-01-17,,sezanzeb,0,feature request
263,Refactored injection,True,MERGED,2022-01-17,2022-04-17,jonasBoss,30,
264,Use tempfiles instead of hardcoded /tmp,True,MERGED,2022-01-17,2022-01-17,LunNova,6,
265,Use non-zero exit code if tests fail,True,MERGED,2022-01-17,2022-01-17,LunNova,1,
266,Run unittests via ci pipeline,False,CLOSED,2022-01-17,2022-02-08,sezanzeb,2,
267,Add github actions workflows,True,MERGED,2022-01-18,2022-02-07,LunNova,16,
268,Key-Mapper,False,CLOSED,2022-01-18,2022-01-21,DarkMustang,2,
269,Add python3-devel requirement to installation instructions for pip,False,CLOSED,2022-01-22,2022-01-22,hanscje,1,
270,`BTN_BACK` and `BTN_FORWARD` seem to do nothing,False,CLOSED,2022-01-23,2022-02-02,Munzu,2,
274,Buttons do not work after restart,False,OPEN,2022-01-27,,mohapatra-sambit,28,
275,Renaming and minor stuff,True,MERGED,2022-01-29,2022-01-31,jonasBoss,3,
276,Crashes after a short amount of time with rapid keypressing.,False,CLOSED,2022-01-30,2022-02-02,Doxmiatoo,9,
277,fixes bug #276,True,MERGED,2022-01-30,2022-01-31,jonasBoss,0,
278,"Checked out repo, app will not launch due to keyword argument error",False,CLOSED,2022-02-02,2022-02-02,lbattraw,6,
279,fix python 3.8 compatability #278,True,CLOSED,2022-02-02,2022-02-02,jonasBoss,5,
280,fix compatability with python 3.8 #278,True,MERGED,2022-02-02,2022-02-02,jonasBoss,0,
281,downgrading,False,CLOSED,2022-02-02,2022-02-02,MostHated,9,
282,Mouse wheel events not working when cursor is moving,False,OPEN,2022-02-03,,zareami10,12,environment incompatibility
283,"Add pydantic dependency to aur, readme and deb",False,CLOSED,2022-02-03,2022-02-03,sezanzeb,0,
284,Show error in the gui if target cannot handle the macro,False,OPEN,2022-02-03,,sezanzeb,0,
285,Add Slovak translation for polkit message.,True,MERGED,2022-02-05,2022-02-05,jose1711,1,
286,Style: Remove extra comma in the DEBIAN control file,True,MERGED,2022-02-06,2022-02-06,nouraldeenm0,0,
287,Remap modifiers when released only (keeping its function untouched),False,CLOSED,2022-02-06,2022-02-08,jose1711,6,
288,Improve i18n,True,MERGED,2022-02-07,2022-02-08,jose1711,9,
289,Update Slovak translation.,True,MERGED,2022-02-07,2022-02-08,jose1711,1,
290,Debounce syntax check while typing macro,False,CLOSED,2022-02-08,2023-02-20,jose1711,14,good first issue
291,"Changed otherwise to else in macros, added migration",True,MERGED,2022-02-08,2022-02-08,sezanzeb,0,
292,"Key acting normally if pressed alone, as modifier if combined",False,OPEN,2022-02-08,,jose1711,6,
295,Looks like part of the text is missing in usage.md,False,CLOSED,2022-02-11,2022-02-12,jose1711,1,
296,keys get stuck when profile is changed while being held,False,CLOSED,2022-02-11,2023-02-20,DreadPirateLynx,4,
297,Disable/Grey-out buttons that can (currently) not be used,False,CLOSED,2022-02-12,2022-02-12,hoijui,1,
298,Greying out the key recording toggle,True,MERGED,2022-02-12,2022-02-12,sezanzeb,0,
299,keymap with Alt_L not working,False,CLOSED,2022-02-12,2022-02-18,im-AMS,6,
300,slow reaction when hitting key combination,False,OPEN,2022-02-16,,jonasfrey,14,environment incompatibility
301,"Command for ""right_arrow"" key",False,CLOSED,2022-02-17,2022-02-17,vishalgautama,1,
302,mouse acceleration being enabled with injection,False,OPEN,2022-02-17,,martinside,4,
303,Control L + Left as Home not working,False,CLOSED,2022-02-17,2022-02-27,sasaandonov,2,
306,Some tests can fail under high CPU load,False,OPEN,2022-02-18,,LunNova,3,
307,Feature: Compatability with Karabiner-Elements?,False,CLOSED,2022-02-19,2022-02-22,im-AMS,2,
308,Quotation Marks,False,CLOSED,2022-02-20,2022-02-20,MatheusFerreiraL,4,
309,Complex remaps with capslock key?,False,CLOSED,2022-02-20,2022-04-21,AMS-2000,8,
310,Macros consisting of multiple devices,False,OPEN,2022-02-20,,ghost,10,feature request
311,Can't remap PS/2 to USB adapted keyboard. ,False,CLOSED,2022-02-22,2022-02-22,jlnxr,3,
312,combination macro,False,CLOSED,2022-02-23,2022-03-03,sezanzeb,1,good first issue
314,"Mapping to "" "" caused problems, general test improvements",True,MERGED,2022-02-26,2022-02-26,sezanzeb,0,
315,Parse understands that strings are not macros,True,MERGED,2022-02-26,2022-02-26,sezanzeb,0,
316,Fixed false positive if plus-syntax in comment,True,MERGED,2022-02-26,2022-02-26,sezanzeb,0,
317,Namespace GtkSource not available,False,CLOSED,2022-02-27,2022-03-03,vadim212112,2,
318,Recording multimediakeys,True,MERGED,2022-02-27,2022-02-27,sezanzeb,0,
319,Copy props to the forwarded UInput,True,MERGED,2022-02-27,2022-02-27,sezanzeb,0,
320,"Added hold_keys, rearranged test imports, removed deprecated macro capability tracking",True,MERGED,2022-02-27,2022-03-03,sezanzeb,0,
321,Ghost gamepad in dev/input,False,CLOSED,2022-02-28,2022-03-17,Yueh72,19,
322,Unable to work with input-remapper-control when a preset has Auto Load,False,CLOSED,2022-02-28,2022-03-03,Zorrototo,6,bug
323,Mouse keys not recogized,False,OPEN,2022-02-28,,ghost,9,
324,Joystick and Dpad not working while injection running,False,OPEN,2022-03-01,,Shakkaw,18,
325,"On chromium/electron based apps, injections doesn't work as expected",False,OPEN,2022-03-01,,pauromateusu,20,environment incompatibility
326,Failed to start input-mapper.service due to: TypeError: dataclass() got an unexpected keyword argument 'slots',False,CLOSED,2022-03-02,2022-03-03,wkoszycki,3,
327,ensure `_commands` and `_results` pipes are empty before helper starts,False,CLOSED,2022-03-02,2022-05-07,sezanzeb,1,
328,Button hold event does not get transmitted or generated,False,OPEN,2022-03-02,,fiveHourNap,1,environment incompatibility
329,Not copying source.phys anymore,True,MERGED,2022-03-03,2022-03-03,sezanzeb,0,
330,[Feature Request] Run Terminal commands/Open Applications,False,CLOSED,2022-03-04,2022-03-04,im-AMS,1,
331,Debounce when typing,True,CLOSED,2022-03-07,2022-05-07,kearkyle,29,
332,ModuleNotFoundError: No module named 'inputremapper.gui.gettext',False,CLOSED,2022-03-08,2022-03-08,ddziech,1,
335,Defaulting keystroke_sleep_ms to 0?,False,OPEN,2022-03-11,,Doxmiatoo,24,
336,'InputDevice' object has no attribute 'input_props',False,CLOSED,2022-03-12,2022-03-17,basta,11,
337,Update usage.md,True,MERGED,2022-03-12,2022-03-12,sezanzeb,0,
338,Auto load conflicts and profiles not being applied consistently,False,CLOSED,2022-03-12,2022-03-16,prismatic-koi,6,
339,Lazy-Loading global uinputs,True,MERGED,2022-03-15,2022-03-17,sezanzeb,0,
340,Can't pip install in Gentoo,False,CLOSED,2022-03-16,2022-03-25,tunerooster,10,
341,Fix for missing input_props attribute,True,MERGED,2022-03-17,2022-03-17,sezanzeb,1,
342,"transform ""+"" syntax into hold_keys macro instead",False,CLOSED,2022-03-17,2022-05-07,sezanzeb,0,good first issue
343,failed to apply preset,False,CLOSED,2022-03-18,2022-03-18,moebek,1,
344,Fixed input_props unknown in UInput constructor ,True,MERGED,2022-03-18,2022-03-18,sezanzeb,1,
345,OverflowError,False,CLOSED,2022-03-18,2022-03-18,moebek,4,
346,Instructing python-evdev upgrade,True,MERGED,2022-03-18,2022-03-18,sezanzeb,0,
347,Pycharm shortcut for test_control not working,False,OPEN,2022-03-19,,jonasBoss,0,
348,Trigger an action if the key is PRESSED only,False,CLOSED,2022-03-20,2022-03-20,JeffersonTeixeira,3,
349,PermissionError in chown of reader-helper-pipe,False,OPEN,2022-03-20,,zomen2,11,
350,Namespace GtkSource not available,False,CLOSED,2022-03-21,2022-03-22,LCARngr,2,
351,Added installation guide for `fedora`,True,CLOSED,2022-03-22,2024-09-26,pourmand1376,7,
